sentence id,sentence,PLL score,nr. of tokens
tensor(906),The provost was applauded by the psychiatrist.,-52.87206268310547,10
tensor(907),The psychiatrist was applauded by the provost.,-54.220462799072266,10
tensor(908),The refugee provoked the homeless person.,-52.80636978149414,8
tensor(909),The homeless person provoked the refugee.,-46.52872085571289,8
tensor(910),The homeless person was provoked by the refugee.,-50.00376892089844,10
tensor(911),The refugee was provoked by the homeless person.,-51.030296325683594,10
tensor(912),The asylum seeker goaded the vagrant.,-56.18887710571289,10
tensor(913),The vagrant goaded the asylum seeker.,-53.12611389160156,10
tensor(914),The vagrant was goaded by the asylum seeker.,-53.58668518066406,12
tensor(915),The asylum seeker was goaded by the vagrant.,-51.30353927612305,12
tensor(916),The interpreter swindled the messenger.,-50.11570739746094,9
tensor(917),The messenger swindled the interpreter.,-52.57276153564453,9
tensor(918),The messenger was swindled by the interpreter.,-52.386837005615234,11
tensor(919),The interpreter was swindled by the messenger.,-49.43000793457031,11
tensor(920),The translator deceived the courier.,-45.69251251220703,7
tensor(921),The courier deceived the translator.,-45.08985137939453,7
tensor(922),The courier was deceived by the translator.,-46.113494873046875,9
tensor(923),The translator was deceived by the courier.,-46.5242805480957,9
tensor(924),The gangster hated the governor.,-42.03438186645508,8
tensor(925),The governor hated the gangster.,-42.05967330932617,8
tensor(926),The governor was hated by the gangster.,-46.72797393798828,10
tensor(927),The gangster was hated by the governor.,-44.364959716796875,10
tensor(928),The hoodlum abhorred the chancellor.,-55.74495315551758,10
tensor(929),The chancellor abhorred the hoodlum.,-54.9262580871582,10
tensor(930),The chancellor was abhorred by the hoodlum.,-57.66039276123047,12
tensor(931),The hoodlum was abhorred by the chancellor.,-55.83326721191406,12
tensor(932),The planner convinced the customer.,-49.69773483276367,7
tensor(933),The customer convinced the planner.,-47.167015075683594,7
tensor(934),The customer was convinced by the planner.,-49.00442123413086,9
tensor(935),The planner was convinced by the customer.,-50.05070495605469,9
tensor(936),The organizer persuaded the buyer.,-45.606895446777344,7
tensor(937),The buyer persuaded the organizer.,-46.822540283203125,7
tensor(938),The buyer was persuaded by the organizer.,-47.75143051147461,9
tensor(939),The organizer was persuaded by the buyer.,-46.87830352783203,9
tensor(940),The wizard protected the gnome.,-42.711814880371094,8
tensor(941),The gnome protected the wizard.,-46.20341491699219,8
tensor(942),The gnome was protected by the wizard.,-46.57859802246094,10
tensor(943),The wizard was protected by the gnome.,-43.90789794921875,10
tensor(944),The sorcerer defended the dwarf.,-45.25651550292969,7
tensor(945),The dwarf defended the sorcerer.,-46.614830017089844,7
tensor(946),The dwarf was defended by the sorcerer.,-47.86647033691406,9
tensor(947),The sorcerer was defended by the dwarf.,-47.17945098876953,9
tensor(948),The student befuddled the professor.,-40.72153854370117,9
tensor(949),The professor befuddled the student.,-40.539337158203125,9
tensor(950),The professor was befuddled by the student.,-42.98625183105469,11
tensor(951),The student was befuddled by the professor.,-43.86623001098633,11
tensor(952),The scholar confused the lecturer.,-45.922637939453125,7
tensor(953),The lecturer confused the scholar.,-43.660804748535156,7
tensor(954),The lecturer was confused by the scholar.,-45.679649353027344,9
tensor(955),The scholar was confused by the lecturer.,-47.1741943359375,9
tensor(956),The invader spotted the sentry.,-44.02714920043945,9
tensor(957),The sentry spotted the invader.,-43.42433166503906,9
tensor(958),The sentry was spotted by the invader.,-44.65296173095703,11
tensor(959),The invader was spotted by the sentry.,-43.99384307861328,11
tensor(960),The intruder sighted the watchman.,-48.529300689697266,9
tensor(961),The watchman sighted the intruder.,-48.70423126220703,9
tensor(962),The watchman was sighted by the intruder.,-49.85303497314453,11
tensor(963),The intruder was sighted by the watchman.,-47.82823181152344,11
tensor(964),The supplier reimbursed the merchant.,-44.089683532714844,8
tensor(965),The merchant reimbursed the supplier.,-44.719703674316406,8
tensor(966),The merchant was reimbursed by the supplier.,-44.41413116455078,10
tensor(967),The supplier was reimbursed by the merchant.,-44.90922164916992,10
tensor(968),The wholesaler compensated the trader.,-53.288909912109375,8
tensor(969),The trader compensated the wholesaler.,-47.06682205200195,8
tensor(970),The trader was compensated by the wholesaler.,-46.31786346435547,10
tensor(971),The wholesaler was compensated by the trader.,-54.561893463134766,10
tensor(972),The accuser confronted the vandal.,-45.41004180908203,7
tensor(973),The vandal confronted the accuser.,-43.17009735107422,7
tensor(974),The vandal was confronted by the accuser.,-45.86129379272461,9
tensor(975),The accuser was confronted by the vandal.,-48.05133056640625,9
tensor(976),The plaintiff accosted the thug.,-46.295135498046875,9
tensor(977),The thug accosted the plaintiff.,-46.374046325683594,9
tensor(978),The thug was accosted by the plaintiff.,-49.66230392456055,11
tensor(979),The plaintiff was accosted by the thug.,-46.21240234375,11
tensor(980),The trickster bemused the idiot.,-50.89854049682617,10
tensor(981),The idiot bemused the trickster.,-48.615753173828125,10
tensor(982),The idiot was bemused by the trickster.,-52.60026550292969,12
tensor(983),The trickster was bemused by the idiot.,-52.370426177978516,12
tensor(984),The swindler puzzled the fool.,-48.16984176635742,9
tensor(985),The fool puzzled the swindler.,-47.677127838134766,9
tensor(986),The fool was puzzled by the swindler.,-50.7427978515625,11
tensor(987),The swindler was puzzled by the fool.,-52.59181213378906,11
tensor(988),The protestor quoted the leader.,-46.02239990234375,8
tensor(989),The leader quoted the protestor.,-46.53335189819336,8
tensor(990),The leader was quoted by the protestor.,-47.3321533203125,10
tensor(991),The protestor was quoted by the leader.,-48.29457473754883,10
tensor(992),The striker cited the chief.,-46.01557922363281,7
tensor(993),The chief cited the striker.,-43.95713806152344,7
tensor(994),The chief was cited by the striker.,-48.49174118041992,9
tensor(995),The striker was cited by the chief.,-46.63923263549805,9
tensor(996),The postal worker repulsed the taxi-driver.,-59.62335968017578,12
tensor(997),The taxi-driver repulsed the postal worker.,-56.18633270263672,12
tensor(998),The taxi-driver was repulsed by the postal worker.,-54.341861724853516,14
tensor(999),The postal worker was repulsed by the taxi-driver.,-55.17098617553711,14
tensor(1000),The letter carrier disgusted the cabbie.,-53.48577880859375,10
tensor(1001),The cabbie disgusted the letter carrier.,-53.50661849975586,10
tensor(1002),The cabbie was disgusted by the letter carrier.,-52.63777160644531,12
tensor(1003),The letter carrier was disgusted by the cabbie.,-52.70964813232422,12
tensor(1004),The competitor agitated the rival.,-50.22948455810547,7
tensor(1005),The rival agitated the competitor.,-49.688682556152344,7
tensor(1006),The rival was agitated by the competitor.,-52.099159240722656,9
tensor(1007),The competitor was agitated by the rival.,-51.798606872558594,9
tensor(1008),The contender flustered the opponent.,-50.83772277832031,9
tensor(1009),The opponent flustered the contender.,-49.747955322265625,9
tensor(1010),The opponent was flustered by the contender.,-51.63343811035156,11
tensor(1011),The contender was flustered by the opponent.,-51.447383880615234,11
tensor(1012),The culprit betrayed the hunter.,-45.38808059692383,7
tensor(1013),The hunter betrayed the culprit.,-44.4651985168457,7
tensor(1014),The hunter was betrayed by the culprit.,-44.79026794433594,9
tensor(1015),The culprit was betrayed by the hunter.,-44.480045318603516,9
tensor(1016),The botanist respected the partner.,-53.263214111328125,9
tensor(1017),The partner respected the botanist.,-52.504058837890625,9
tensor(1018),The partner was respected by the botanist.,-54.053436279296875,11
tensor(1019),The botanist was respected by the partner.,-56.512413024902344,11
tensor(1020),The flora specialist esteemed the collaborator.,-67.50425720214844,8
tensor(1021),The collaborator esteemed the flora specialist.,-67.86105346679688,8
tensor(1022),The collaborator was esteemed by the flora specialist.,-65.9169692993164,10
tensor(1023),The flora specialist was esteemed by the collaborator.,-66.69622039794922,10
tensor(1024),The pacifist placated the zealot.,-58.37392807006836,10
tensor(1025),The zealot placated the pacifist.,-55.587459564208984,10
tensor(1026),The zealot was placated by the pacifist.,-54.514686584472656,12
tensor(1027),The pacifist was placated by the zealot.,-53.113494873046875,12
tensor(1028),The scoundrel beat the protagonist.,-46.05628204345703,9
tensor(1029),The protagonist beat the scoundrel.,-42.730735778808594,9
tensor(1030),The protagonist was beaten by the scoundrel.,-45.015419006347656,11
tensor(1031),The scoundrel was beaten by the protagonist.,-48.65788269042969,11
tensor(1032),The rogue defeated the main character.,-41.131736755371094,8
tensor(1033),The main character defeated the rogue.,-40.682151794433594,8
tensor(1034),The main character was defeated by the rogue.,-42.058162689208984,10
tensor(1035),The rogue was defeated by the main character.,-42.43110275268555,10
tensor(1036),The sociologist accepted the offer.,-40.70589828491211,8
tensor(1037),The offer accepted the sociologist.,-50.194557189941406,8
tensor(1038),The offer was accepted by the sociologist.,-44.298057556152344,10
tensor(1039),The sociologist was accepted by the offer.,-55.00270080566406,10
tensor(1040),The boyfriend basted the turkey.,-44.38095474243164,8
tensor(1041),The turkey basted the boyfriend.,-48.135135650634766,8
tensor(1042),The turkey was basted by the boyfriend.,-49.06718444824219,10
tensor(1043),The boyfriend was basted by the turkey.,-51.61815643310547,10
tensor(1044),The caseworker posed the question.,-38.05768585205078,9
tensor(1045),The question posed the caseworker.,-47.115020751953125,9
tensor(1046),The question was posed by the caseworker.,-39.312068939208984,11
tensor(1047),The caseworker was posed by the question.,-52.85531997680664,11
tensor(1048),The ditch digger bent the wire.,-49.10929489135742,9
tensor(1049),The wire bent the ditch digger.,-54.065673828125,9
tensor(1050),The wire was bent by the ditch digger.,-52.19688415527344,11
tensor(1051),The ditch digger was bent by the wire.,-54.45185852050781,11
tensor(1052),The uncle hung the ornament.,-43.16721725463867,7
tensor(1053),The ornament hung the uncle.,-52.422935485839844,7
tensor(1054),The ornament was hung by the uncle.,-52.64222717285156,9
tensor(1055),The uncle was hung by the ornament.,-51.633644104003906,9
tensor(1056),The attendant pressed the button.,-34.65273666381836,7
tensor(1057),The button pressed the attendant.,-43.5740966796875,7
tensor(1058),The button was pressed by the attendant.,-39.55958938598633,9
tensor(1059),The attendant was pressed by the button.,-46.48500061035156,9
tensor(1060),The bum stole the necklace.,-36.983585357666016,7
tensor(1061),The necklace stole the bum.,-45.36994934082031,7
tensor(1062),The necklace was stolen by the bum.,-41.16394805908203,9
tensor(1063),The bum was stolen by the necklace.,-48.27813720703125,9
tensor(1064),The potter molded the clay.,-45.609954833984375,8
tensor(1065),The clay molded the potter.,-45.51322555541992,8
tensor(1066),The clay was molded by the potter.,-46.832942962646484,10
tensor(1067),The potter was molded by the clay.,-47.32658767700195,10
tensor(1068),The guarantor initialed the form.,-55.850311279296875,9
tensor(1069),The form initialed the guarantor.,-54.61247253417969,9
tensor(1070),The form was initialed by the guarantor.,-55.11483383178711,11
tensor(1071),The guarantor was initialed by the form.,-59.705440521240234,11
tensor(1072),The couch-potato forgot the umbrella.,-54.22426986694336,10
tensor(1073),The umbrella forgot the couch-potato.,-56.05016326904297,10
tensor(1074),The umbrella was forgotten by the couch-potato.,-61.086769104003906,12
tensor(1075),The couch-potato was forgotten by the umbrella.,-64.19760131835938,12
tensor(1076),The groupie attended the concert.,-45.00739669799805,8
tensor(1077),The concert attended the groupie.,-53.3205451965332,8
tensor(1078),The concert was attended by the groupie.,-49.1435432434082,10
tensor(1079),The groupie was attended by the concert.,-55.4871940612793,10
tensor(1080),The hacker memorized the password.,-38.46198272705078,8
tensor(1081),The password memorized the hacker.,-47.03044891357422,8
tensor(1082),The password was memorized by the hacker.,-39.880027770996094,10
tensor(1083),The hacker was memorized by the password.,-50.5478401184082,10
tensor(1084),The marine packed the bag.,-43.29460525512695,7
tensor(1085),The bag packed the marine.,-46.31364822387695,7
tensor(1086),The bag was packed by the marine.,-45.86262893676758,9
tensor(1087),The marine was packed by the bag.,-49.12383270263672,9
tensor(1088),The seamstress ironed the shirt.,-41.660972595214844,9
tensor(1089),The shirt ironed the seamstress.,-47.208717346191406,9
tensor(1090),The shirt was ironed by the seamstress.,-43.04875564575195,11
tensor(1091),The seamstress was ironed by the shirt.,-53.34693145751953,11
tensor(1092),The confectioner sprinkled the sugar.,-50.0780029296875,9
tensor(1093),The sugar sprinkled the confectioner.,-48.0074348449707,9
tensor(1094),The sugar was sprinkled by the confectioner.,-49.94610595703125,11
tensor(1095),The confectioner was sprinkled by the sugar.,-58.258018493652344,11
tensor(1096),The voter sealed the envelope.,-42.70771026611328,7
tensor(1097),The envelope sealed the voter.,-45.056495666503906,7
tensor(1098),The envelope was sealed by the voter.,-42.23727798461914,9
tensor(1099),The voter was sealed by the envelope.,-47.768672943115234,9
tensor(1100),The fisherman emptied the trashcan.,-42.81334686279297,8
tensor(1101),The trashcan emptied the fisherman.,-50.285953521728516,8
tensor(1102),The trashcan was emptied by the fisherman.,-46.29291915893555,10
tensor(1103),The fisherman was emptied by the trashcan.,-50.1943473815918,10
tensor(1104),The cellist received the prize.,-41.973876953125,8
tensor(1105),The prize received the cellist.,-49.634796142578125,8
tensor(1106),The prize was received by the cellist.,-46.65644454956055,10
tensor(1107),The cellist was received by the prize.,-53.07245635986328,10
tensor(1108),The cheapskate rated the service.,-43.397071838378906,10
tensor(1109),The service rated the cheapskate.,-50.70582580566406,10
tensor(1110),The service was rated by the cheapskate.,-47.60405731201172,12
tensor(1111),The cheapskate was rated by the service.,-50.6299934387207,12
tensor(1112),The schoolgirl borrowed the key.,-45.962486267089844,8
tensor(1113),The key borrowed the schoolgirl.,-50.2578010559082,8
tensor(1114),The key was borrowed by the schoolgirl.,-49.13945770263672,10
tensor(1115),The schoolgirl was borrowed by the key.,-52.9692268371582,10
tensor(1116),The bookworm recited the poem.,-43.84206771850586,9
tensor(1117),The poem recited the bookworm.,-49.34380340576172,9
tensor(1118),The poem was recited by the bookworm.,-43.664512634277344,11
tensor(1119),The bookworm was recited by the poem.,-53.790367126464844,11
tensor(1120),The diver recharged the battery.,-40.81196975708008,8
tensor(1121),The battery recharged the diver.,-46.33287811279297,8
tensor(1122),The battery was recharged by the diver.,-44.90999984741211,10
tensor(1123),The diver was recharged by the battery.,-45.60533905029297,10
tensor(1124),The poker player won the game.,-35.76499938964844,8
tensor(1125),The game won the poker player.,-43.793701171875,8
tensor(1126),The game was won by the poker player.,-41.567405700683594,10
tensor(1127),The poker player was won by the game.,-47.754093170166016,10
tensor(1128),The copycat redecorated the apartment.,-52.27765655517578,11
tensor(1129),The apartment redecorated the copycat.,-53.1330680847168,11
tensor(1130),The apartment was redecorated by the copycat.,-52.628631591796875,13
tensor(1131),The copycat was redecorated by the apartment.,-56.69857406616211,13
tensor(1132),The winemaker uncorked the bottle.,-46.86250305175781,10
tensor(1133),The bottle uncorked the winemaker.,-50.12786865234375,10
tensor(1134),The bottle was uncorked by the winemaker.,-48.77336502075195,12
tensor(1135),The winemaker was uncorked by the bottle.,-54.31621170043945,12
tensor(1136),The exterminator filed the complaint.,-39.82408905029297,8
tensor(1137),The complaint filed the exterminator.,-49.25155258178711,8
tensor(1138),The complaint was filed by the exterminator.,-39.84463119506836,10
tensor(1139),The exterminator was filed by the complaint.,-53.35942077636719,10
tensor(1140),The minuteman loaded the gun.,-42.27147674560547,9
tensor(1141),The gun loaded the minuteman.,-48.77128982543945,9
tensor(1142),The gun was loaded by the minuteman.,-47.323463439941406,11
tensor(1143),The minuteman was loaded by the gun.,-49.57328414916992,11
tensor(1144),The bookseller calculated the profit.,-45.030094146728516,8
tensor(1145),The profit calculated the bookseller.,-53.81388854980469,8
tensor(1146),The profit was calculated by the bookseller.,-46.31338119506836,10
tensor(1147),The bookseller was calculated by the profit.,-53.33124923706055,10
tensor(1148),The count inherited the painting.,-45.939292907714844,7
tensor(1149),The painting inherited the count.,-48.081687927246094,7
tensor(1150),The painting was inherited by the count.,-49.917137145996094,9
tensor(1151),The count was inherited by the painting.,-52.20720672607422,9
tensor(1152),The groundskeeper changed the light bulb.,-40.94828796386719,9
tensor(1153),The light bulb changed the groundskeeper.,-50.28934860229492,9
tensor(1154),The light bulb was changed by the groundskeeper.,-47.9653205871582,11
tensor(1155),The groundskeeper was changed by the light bulb.,-53.245540618896484,11
tensor(1156),The marcher sang the anthem.,-43.68800354003906,8
tensor(1157),The anthem sang the marcher.,-50.79074478149414,8
tensor(1158),The anthem was sung by the marcher.,-46.98421096801758,10
tensor(1159),The marcher was sung by the anthem.,-54.92780303955078,10
tensor(1160),The deckhand unlocked the door.,-39.782928466796875,8
tensor(1161),The door unlocked the deckhand.,-47.07780838012695,8
tensor(1162),The door was unlocked by the deckhand.,-41.94489288330078,10
tensor(1163),The deckhand was unlocked by the door.,-48.07053756713867,10
tensor(1164),The supremacist established the fund.,-49.259525299072266,7
tensor(1165),The fund established the supremacist.,-52.32667541503906,7
tensor(1166),The fund was established by the supremacist.,-49.03680419921875,9
tensor(1167),The supremacist was established by the fund.,-56.25250244140625,9
tensor(1168),The house sitter watered the plant.,-48.1401481628418,9
tensor(1169),The plant watered the house sitter.,-54.25670623779297,9
tensor(1170),The plant was watered by the house sitter.,-51.66810607910156,11
tensor(1171),The house sitter was watered by the plant.,-53.683197021484375,11
tensor(1172),The interviewee wrinkled the suit.,-49.213619232177734,9
tensor(1173),The suit wrinkled the interviewee.,-48.945823669433594,9
tensor(1174),The suit was wrinkled by the interviewee.,-48.64547348022461,11
tensor(1175),The interviewee was wrinkled by the suit.,-54.17948913574219,11
tensor(1176),The cryptographer sent the letter.,-37.945068359375,8
tensor(1177),The letter sent the cryptographer.,-41.76249694824219,8
tensor(1178),The letter was sent by the cryptographer.,-39.40806198120117,10
tensor(1179),The cryptographer was sent by the letter.,-46.469093322753906,10
tensor(1180),The bellboy erased the message.,-44.753028869628906,8
tensor(1181),The message erased the bellboy.,-51.772178649902344,8
tensor(1182),The message was erased by the bellboy.,-48.97861099243164,10
tensor(1183),The bellboy was erased by the message.,-52.43354415893555,10
tensor(1184),The forger shipped the package.,-46.72887420654297,8
tensor(1185),The package shipped the forger.,-49.98648452758789,8
tensor(1186),The package was shipped by the forger.,-47.82231521606445,10
tensor(1187),The forger was shipped by the package.,-55.001129150390625,10
tensor(1188),The crackhead smoked the pipe.,-40.92676544189453,8
tensor(1189),The pipe smoked the crackhead.,-43.15663528442383,8
tensor(1190),The pipe was smoked by the crackhead.,-43.26431655883789,10
tensor(1191),The crackhead was smoked by the pipe.,-48.286827087402344,10
tensor(1192),The manicurist rescheduled the appointment.,-44.871681213378906,11
tensor(1193),The appointment rescheduled the manicurist.,-56.76985168457031,11
tensor(1194),The appointment was rescheduled by the manicurist.,-53.831634521484375,13
tensor(1195),The manicurist was rescheduled by the appointment.,-55.50658416748047,13
tensor(1196),The charlatan burned the contract.,-46.695167541503906,9
tensor(1197),The contract burned the charlatan.,-48.20600128173828,9
tensor(1198),The contract was burnt by the charlatan.,-52.04827117919922,11
tensor(1199),The charlatan was burnt by the contract.,-53.127559661865234,11
tensor(1200),The tanner placed the order.,-44.76348114013672,8
tensor(1201),The order placed the tanner.,-46.29497146606445,8
tensor(1202),The order was placed by the tanner.,-45.634437561035156,10
tensor(1203),The tanner was placed by the order.,-51.786380767822266,10
tensor(1204),The archaeologist canceled the trip.,-40.652427673339844,8
tensor(1205),The trip canceled the archaeologist.,-50.770450592041016,8
tensor(1206),The trip was canceled by the archaeologist.,-44.379608154296875,10
tensor(1207),The archaeologist was canceled by the trip.,-52.055843353271484,10
tensor(1208),The Frenchman sliced the baguette.,-44.45033645629883,9
tensor(1209),The baguette sliced the Frenchman.,-50.6923828125,9
tensor(1210),The baguette was sliced by the Frenchman.,-49.62355422973633,11
tensor(1211),The Frenchman was sliced by the baguette.,-52.86758804321289,11
tensor(1212),The producer cast the actress.,-39.69437026977539,7
tensor(1213),The actress cast the producer.,-45.47233963012695,7
tensor(1214),The actress was cast by the producer.,-41.27127456665039,9
tensor(1215),The producer was cast by the actress.,-42.15342330932617,9
tensor(1216),The exorcist vanquished the spirit.,-43.13102722167969,8
tensor(1217),The spirit vanquished the exorcist.,-47.31025314331055,8
tensor(1218),The spirit was vanquished by the exorcist.,-47.63218307495117,10
tensor(1219),The exorcist was vanquished by the spirit.,-45.57767868041992,10
tensor(1220),The barber shaved the old man.,-43.3018798828125,9
tensor(1221),The old man shaved the barber.,-42.22456741333008,9
tensor(1222),The old man was shaved by the barber.,-46.61473846435547,11
tensor(1223),The barber was shaved by the old man.,-48.91960525512695,11
tensor(1224),The paparazzi stalked the pop star.,-45.71558380126953,12
tensor(1225),The pop star stalked the paparazzi.,-43.44806671142578,12
tensor(1226),The pop star was stalked by the paparazzi.,-44.312416076660156,14
tensor(1227),The paparazzi was stalked by the pop star.,-50.345603942871094,14
tensor(1228),The brunette tipped the busboy.,-45.20358657836914,9
tensor(1229),The busboy tipped the brunette.,-47.89194107055664,9
tensor(1230),The busboy was tipped by the brunette.,-52.011817932128906,11
tensor(1231),The brunette was tipped by the busboy.,-50.456825256347656,11
tensor(1232),The roommate adopted the newborn.,-41.421512603759766,7
tensor(1233),The newborn adopted the roommate.,-44.89469909667969,7
tensor(1234),The newborn was adopted by the roommate.,-43.02629470825195,9
tensor(1235),The roommate was adopted by the newborn.,-46.504493713378906,9
tensor(1236),The cartoonist sketched the unicyclist.,-52.345401763916016,12
tensor(1237),The unicyclist sketched the cartoonist.,-56.96113586425781,12
tensor(1238),The unicyclist was sketched by the cartoonist.,-56.51799774169922,14
tensor(1239),The cartoonist was sketched by the unicyclist.,-59.36071014404297,14
tensor(1240),The streetwalker undercharged the seaman.,-63.360870361328125,10
tensor(1241),The seaman undercharged the streetwalker.,-63.24043655395508,10
tensor(1242),The seaman was undercharged by the streetwalker.,-63.57843780517578,12
tensor(1243),The streetwalker was undercharged by the seaman.,-63.36320114135742,12
tensor(1244),The urologist treated the widower.,-48.15808868408203,10
tensor(1245),The widower treated the urologist.,-49.492034912109375,10
tensor(1246),The widower was treated by the urologist.,-48.38705062866211,12
tensor(1247),The urologist was treated by the widower.,-53.43030548095703,12
tensor(1248),The jury acquitted the economist.,-42.00634002685547,7
tensor(1249),The economist acquitted the jury.,-46.244327545166016,7
tensor(1250),The economist was acquitted by the jury.,-41.37997817993164,9
tensor(1251),The jury was acquitted by the economist.,-48.06855392456055,9
tensor(1252),The freshman dodged the bully.,-41.16893768310547,7
tensor(1253),The bully dodged the freshman.,-44.822086334228516,7
tensor(1254),The bully was dodged by the freshman.,-50.7824592590332,9
tensor(1255),The freshman was dodged by the bully.,-45.77800750732422,9
tensor(1256),The nun reproached the hedonist.,-53.59257507324219,10
tensor(1257),The hedonist reproached the nun.,-55.04368209838867,10
tensor(1258),The hedonist was reproached by the nun.,-56.415504455566406,12
tensor(1259),The nun was reproached by the hedonist.,-56.734004974365234,12
tensor(1260),The librarian admonished the plagiarist.,-47.00284194946289,10
tensor(1261),The plagiarist admonished the librarian.,-48.96931457519531,10
tensor(1262),The plagiarist was admonished by the librarian.,-50.76381301879883,12
tensor(1263),The librarian was admonished by the plagiarist.,-50.62068176269531,12
tensor(1264),The colonel supervised the cadet.,-50.464378356933594,8
tensor(1265),The cadet supervised the colonel.,-48.69648361206055,8
tensor(1266),The cadet was supervised by the colonel.,-45.082515716552734,10
tensor(1267),The colonel was supervised by the cadet.,-50.01275634765625,10
tensor(1268),The abolitionist hid the slave.,-47.47210693359375,8
tensor(1269),The slave hid the abolitionist.,-47.89506149291992,8
tensor(1270),The slave was hidden by the abolitionist.,-47.94990921020508,10
tensor(1271),The abolitionist was hidden by the slave.,-54.069801330566406,10
tensor(1272),The personal trainer weighed the Olympian.,-50.55267333984375,9
tensor(1273),The Olympian weighed the personal trainer.,-51.99811553955078,9
tensor(1274),The Olympian was weighed by the personal trainer.,-55.049713134765625,11
tensor(1275),The personal trainer was weighed by the Olympian.,-55.657649993896484,11
tensor(1276),The zookeeper fed the giraffe.,-46.89665222167969,10
tensor(1277),The giraffe fed the zookeeper.,-45.18971252441406,10
tensor(1278),The giraffe was fed by the zookeeper.,-45.65155792236328,12
tensor(1279),The zookeeper was fed by the giraffe.,-50.44301986694336,12
tensor(1280),The masseuse relaxed the linebacker.,-55.76692199707031,8
tensor(1281),The linebacker relaxed the masseuse.,-55.320865631103516,8
tensor(1282),The linebacker was relaxed by the masseuse.,-55.60894775390625,10
tensor(1283),The masseuse was relaxed by the linebacker.,-57.395198822021484,10
tensor(1284),The page obeyed the noble.,-49.09064483642578,8
tensor(1285),The noble obeyed the page.,-48.71954345703125,8
tensor(1286),The noble was obeyed by the page.,-55.40553283691406,10
tensor(1287),The page was obeyed by the noble.,-51.449951171875,10
tensor(1288),The lion chased the tour-guide.,-49.89927673339844,9
tensor(1289),The tour-guide chased the lion.,-51.319087982177734,9
tensor(1290),The tour-guide was chased by the lion.,-53.37348556518555,11
tensor(1291),The lion was chased by the tour-guide.,-50.49236297607422,11
tensor(1292),The caretaker quieted the orphan.,-49.336856842041016,9
tensor(1293),The orphan quieted the caretaker.,-52.240516662597656,9
tensor(1294),The orphan was quieted by the caretaker.,-50.954952239990234,11
tensor(1295),The caretaker was quieted by the orphan.,-55.708518981933594,11
tensor(1296),The tennis player thanked the chiropractor.,-48.388614654541016,9
tensor(1297),The chiropractor thanked the tennis player.,-49.954139709472656,9
tensor(1298),The chiropractor was thanked by the tennis player.,-54.65781784057617,11
tensor(1299),The tennis player was thanked by the chiropractor.,-53.74091720581055,11
tensor(1300),The experimenter recruited the subject.,-47.39504623413086,8
tensor(1301),The subject recruited the experimenter.,-48.371315002441406,8
tensor(1302),The subject was recruited by the experimenter.,-49.621803283691406,10
tensor(1303),The experimenter was recruited by the subject.,-51.86328887939453,10
tensor(1304),The mother disciplined the toddler.,-40.20225524902344,7
tensor(1305),The toddler disciplined the mother.,-44.845943450927734,7
tensor(1306),The toddler was disciplined by the mother.,-43.371253967285156,9
tensor(1307),The mother was disciplined by the toddler.,-44.80331802368164,9
tensor(1308),The assistant principal expelled the sociopath.,-55.20209503173828,9
tensor(1309),The sociopath expelled the assistant principal.,-51.40192413330078,9
tensor(1310),The sociopath was expelled by the assistant principal.,-54.08692932128906,11
tensor(1311),The assistant principal was expelled by the sociopath.,-54.63233184814453,11
tensor(1312),The channeler sensed the ghost.,-50.658447265625,8
tensor(1313),The ghost sensed the channeler.,-49.08829879760742,8
tensor(1314),The ghost was sensed by the channeler.,-47.61198425292969,10
tensor(1315),The channeler was sensed by the ghost.,-53.41657638549805,10
tensor(1316),The union ousted the whistle-blower.,-48.712615966796875,10
tensor(1317),The whistle-blower ousted the union.,-49.46086502075195,10
tensor(1318),The whistle-blower was ousted by the union.,-46.36964797973633,12
tensor(1319),The union was ousted by the whistle-blower.,-48.43620681762695,12
tensor(1320),The huntsman trapped the deer.,-39.37554931640625,8
tensor(1321),The deer trapped the huntsman.,-42.166133880615234,8
tensor(1322),The deer was trapped by the huntsman.,-42.23210144042969,10
tensor(1323),The huntsman was trapped by the deer.,-43.2434196472168,10
tensor(1324),The cardiologist discredited the quack.,-47.64567565917969,9
tensor(1325),The quack discredited the cardiologist.,-50.49238967895508,9
tensor(1326),The quack was discredited by the cardiologist.,-51.86684036254883,11
tensor(1327),The cardiologist was discredited by the quack.,-52.254798889160156,11
tensor(1328),The bailiff released the ruffian.,-49.522979736328125,10
tensor(1329),The ruffian released the bailiff.,-51.47856903076172,10
tensor(1330),The ruffian was released by the bailiff.,-52.3823356628418,12
tensor(1331),The bailiff was released by the ruffian.,-51.95771789550781,12
tensor(1332),The shark mauled the snorkeler.,-45.726253509521484,12
tensor(1333),The snorkeler mauled the shark.,-52.523040771484375,12
tensor(1334),The snorkeler was mauled by the shark.,-49.311065673828125,14
tensor(1335),The shark was mauled by the snorkeler.,-45.16120910644531,14
tensor(1336),The president pardoned the traitor.,-36.21996307373047,8
tensor(1337),The traitor pardoned the president.,-38.99235153198242,8
tensor(1338),The traitor was pardoned by the president.,-36.63656234741211,10
tensor(1339),The president was pardoned by the traitor.,-41.67664337158203,10
tensor(1340),The au pair spanked the girl.,-47.092037200927734,9
tensor(1341),The girl spanked the au pair.,-47.12633514404297,9
tensor(1342),The girl was spanked by the au pair.,-47.222286224365234,11
